product_name,price,item_type,description,misc_notes,in_stock,supplier
CARBON Dashboard Trim Cover (Passenger Side) Toyota GT86 / Subaru BRZ,149.95,,"CARBON Dashboard Trim Cover (Passenger Side) Toyota GT86 / Subaru BRZ

 





Dashboard Trim Cover for the passenger side made in real carbon with clear coat finish for a perfect wet carbon-look.


		Ready for Plug & Play installation.

		The cover will be glued no screwing needed.


		 

	

Cover comes TUEV-free, ready for street legal use!",No notes available,In Stock,TRCTuning
Ultra Racing Rear Lower Bar Toyota GT86 / Subaru BRZ,110,,"Ultra Racing Rear Lower Bar Toyota GT86 / Subaru BRZ     

Vehicle-specific high performance racing struts from the company Ultra Racing from Japan.
Indispensable when it comes to the use of vehicles in racing.
The Ultra Racing products are characterized by very high quality and manufacturing standards.

A perfect fit for the respective vehicle.

Toyota GT86 / Subaru BRZ

 

Product details:



Approval
Keine Angabe


Artikelnummer
221423


Manufacturer
Ultra Racing


Manufacturer sku
RL2-2146


Car Brand
Nein


Car Model
Nein


Color
Keine Angabe


Material
Keine Angabe






Why Ultra Racing use Steel instead of Aluminum?

First, steel is stronger than aluminum for the same size and thickness. In order for aluminum alloys to be at least the same strength as steel, it has to be at least double the thickness (steel 4mm = aluminum 8mm). When that happens, weight saving is not so apparent anymore. Of course there are also exotic materials and alloys that can match the strengths of steel, but the cost are astronomically high and therefore not very cost effective to bring into mass production.

 




MILL / TEST CERTIFICATE (Chemical Composition)



		Specification

	

JIS 3101 SS 400 (Japan International Standard)
JIS G 3141 SPCC SD (Japan International Standard)
ASTM A 500 Grade A (American Standard)
BS 1387 ( British Standard)



		 

	





 

 



Ultra Racing products comes without TUEV-Homologation.

The product range is limited in Germany / Europe only for motorsport intend.",No notes available,In Stock,TRCTuning
Side Skirts Cover Set Toyota GT 86 (Black Highgloss),179.95,,"Side Skirts Cover Set Toyota GT 86 (Black Highgloss)  


Side Skirts Cover Set Cup-Style for mounting over the serial side skirts, made in ABS.  

Fitting on Toyota GT 86.

Surface Finish: Black Highgloss.




 



	This part is available in different surfaces:



Black Molet
Black-Highgloss
or Carbon-Look




	Black Molet surface is optimized for painting in your vehicles color.

	All other surfaces are ready for mounting and can be installed without any preliminary works.",No notes available,In Stock,TRCTuning
Valenti Jewel LED Tail Fog Light Panel Toyota GT86/BRZ (Black Smoke Version),449,,"Valenti Jewel LED Tail Fog Light Panel Toyota GT86/BRZ (Black Smoke Version)

 





Valenti LED tail fog light kit panel for the Toyota GT86 and Subaru BRZ

		with black chrome smoke housing and clear LED-lights.


		Plug & Play Installation. Replaces the serial panel.


Comes with E-Approval for street legal intend!",No notes available,In Stock,TRCTuning
LED Sequential Clear Tailights Toyota GT86 / Subaru BRZ (Red Clear Version) SPEC3,399.95,,"LED Sequential Clear Tailights Toyota GT86 / Subaru BRZ (Red Clear Version) SPEC3

 





LED Clear Tailights with sequential idicators for the Toyota GT 86, Subaru BRZ, Scion FR-S. Fitts on all models.

		Ready for Plug & Play installation. Replaces the complete tailight unit.


		Delivery comes in pairs (2 pieces) in red / clear color edition.


		 

	
The tailights are DOT-Approved!",No notes available,In Stock,TRCTuning
H&R Wheel Spacers DRM 50mm Axle Toyota GT86 Subaru BRZ,133.81,,"H&R TRAK+ Wheel Spacers 50mm on the axle


	improve the look as well as the handling of your car while being compatible with both the stock and aftermarket wheels.

	 


Product Benefits:

High strength, light weight aluminium/ magnesium alloy
Precision CNC machined
Hard anodized for greater surface hardness and corrosion resistance
Available in silver and black (depending on application)
Fit either stock or aftermarket wheels
Compatible with OEM and aftermarket suspension systems
Available for a wide range of automobiles
Includes detailed mounting instructions for quick and easy installation
Delivered with TUV or ABE approval
Engineered, manufactured and tested in Germany








One set contains 2 pieces of wheels spacers for 1 axle! 40mm descripes the extensions each axle, also 20mm each wheel side!

	The wheel spacers are TUEV-approved based on the serial wheel combinations of the manufacturer of the vehicle. If you have any questions about the TUEV approvement please feel free to contact us. We will help to find the right for your individual use.



	For installing the wheel spacers we recommand our Aluminium-Paste witch can be purchased additionaly.



ATTENTION:
The use has not been tested in combination with steel wheels!

On lowered vehicles it is always important to checkthe  free movement of the wheels.

After installing the wheel spacers it could be necessary to equip the vehicle with wheel covers witch can be purchased seperately.",No notes available,In Stock,TRCTuning
ROAR by Don Silencioso Sportline-Duplex-Exhaust-Muffler 2x117mm Toyota GT86 / Subaru BRZ,"1,650.00",,"ROAR by Don Silencioso Sportline-Duplex-Exhaust-Muffler 2x117mm Toyota GT86 / Subaru BRZ



	V2A stainless steels sportline-duplex-exhaust muffler for the Toyota GT86 / Subaru BRZ with 2x117mm exhaust tip design.

	Hand polished inclusive mounting kit.

	Exhaust diameter: 63mm


	5 years warranty against corrosion with no mileage limitation.

	Deep, sportliv sound!



	Comes with TUEV-Certification (EG-Approval).



	We import this exhaust system directly from the manufacturer ROAR by Don Silencioso from Spain.

	Delivery time takes apporx 1-4 weeks.",No notes available,In Stock,TRCTuning
Valenti Jewel LED Tail Fog Light Panel Toyota GT86/BRZ (Red / Clear Version),449,,"Valenti Jewel LED Tail Fog Light Panel Toyota GT86/BRZ (Red / Clear Version)

 





Valenti LED tail fog light kit panel for the Toyota GT86 and Subaru BRZ

		with high chrome red housing and clear LED-lights.


		Plug & Play Installation. Replaces the serial panel.


Comes with E-Approval for street legal intend!",No notes available,In Stock,TRCTuning
Rear Window Spoiler Toyota GT86 (Black Highgloss),129.95,,"Rear Window Spoiler Toyota GT86 (Black Highgloss)   


Rear Window Spoiler made in ABS.

Incl. installation material. 

Fitting on Toyota GT 86.

Surface Finish: Black Highgloss.




 



	This part is available in different surfaces:



Black Molet
Black-Highgloss
or Carbon-Look




	Black Molet surface is optimized for painting in your vehicles color.

	All other surfaces are ready for mounting and can be installed without any preliminary works.",No notes available,In Stock,TRCTuning
INVIDIA R400 Gemini CatBack Exhaust System Toyota GT86 / Subaru BRZ (Ø70mm),"1,249.00",,"INVIDIA R400 Gemini CatBack Exhaust System Toyota GT86 / Subaru BRZ (Ø70mm)



	Invidia R400 Gemin Exhaust System

	diameter 70mm / tailpipe 110mm left/right

	Suitable for: Toyota GT 86 and Subaru BRZ 200Hp

	


		The Invidia Exhaust system are tuned and precisely manufactured for this model.

		The subjective driving impression convinced already in the mid speed range by a clearly improved pulling power of the engine.


		Invidia manufactures the exhaust systems by high quality SUS304 stainless steel. They are then polished.

		The CNC-machined flanges ensure this a very precise workmanship.


		Includes fittings seals, bolts, etc. as necessary.

	


	Without any TUEV- Certification. Only for use in Motorsport.",No notes available,In Stock,TRCTuning
Front Under Bumper Cup Spoiler Toyota GT86 Facelift V3 (Black Molet),159.95,,"Front Under Bumper Cup Spoiler Toyota GT86 Facelift V3 (Black Molet)

Front Under Bumper Cub Spoiler for mounting under the serial front bumper spoiler made in ABS.

Incl. installation material.

Fitting on Toyota GT86 Facelift 2017&gt;

Surface Finish: Black Molet.
Incl.§19.3 TÜV-Zertification.





 



	This part is available in different surfaces:



Black Molet
Black-Highgloss
or Carbon-Look




	Black Molet surface is optimized for painting in your vehicles color.

	All other surfaces are ready for mounting and can be installed without any preliminary works.",No notes available,In Stock,TRCTuning
Side Skirts Cover Set Toyota GT 86 V3 (Carbon-Look),399.95,,"Side Skirts Cover Set Toyota GT 86 V3 (Carbon-Look)    


Side Skirts Cover Set Cup-Style for mounting over the serial side skirts, made in ABS.

Fitting on Toyota GT86.

Surface Finish: Black Carbon-Look.



 



	This part is available in different surfaces:



Black Molet
Black-Highgloss
or Carbon-Look




	Black Molet surface is optimized for painting in your vehicles color.

	All other surfaces are ready for mounting and can be installed without any preliminary works.",No notes available,In Stock,TRCTuning
Side Skirts Toyota GT86 / Subaru BRZ,299.95,,"Side Skirts Toyota GT86 / Subaru BRZ
Side Skirts for mounting on the serial chassy made in ABS.

Fitts not in combination with the Toyota Aero-Paket!

 





		 

	

This product comes with §19.3 TÜV-Zertification for the Toyota GT86.",No notes available,In Stock,TRCTuning
INVIDIA GTSPEC CATBACK Exhaust Duplex System Toyota GT86 / Subaru BRZ,"1,150.00",,"INVIDIA GTSPEC CATBACK Exhaust Duplex System Toyota GT86 / Subaru BRZ



	Invidia GTSPEC CATBACK Exhaust Duplex System

	Diameter: Ø 63,5 mm (2,5"")

	Suitable for: Toyota GT 86 / Subaru BRZ 200Hp



	GTSPEC exhaust systems are tuned and precisely manufactured for this model.

	The GTSPEC systems are manufactured by a very complex construction with the absorption principle.

	This principle of one-off and maximum achievable sound is achieved over the complete speed range.

	The subjective driving impression convinced already in the mid speed range by a clearly improved pulling power of the engine.


	GTSPEC manufactures all exhaust systems -quality SUS304 stainless steel. They are then polished.

	The CNC-machined flanges ensure this a very precise workmanship.


	Includes fittings seals, bolts, etc. as necessary.



	This exhaust system comes with EWG-TUEV-Certification for street legal intend.",No notes available,In Stock,TRCTuning
Valenti Jewel LED Tail Fog Light Panel Toyota GT86/BRZ (Chrome Version),449,,"Valenti Jewel LED Tail Fog Light Panel Toyota GT86/BRZ (Chrome Version)

 





Valenti LED tail fog light kit panel for the Toyota GT86 and Subaru BRZ

		with high chrome housing and clear LED-lights.


		Plug & Play Installation. Replaces the serial panel.


Comes with E-Approval for street legal intend!",No notes available,In Stock,TRCTuning
Front Under Bumper Spoiler Toyota GT86 (Before Minor Change),309.95,,"Front Under Bumper Spoiler Toyota GT86 (Before Minor Change)
Front Under Bumper Spoiler for mounting under the serial front bumper spoiler made in ABS.

Fitts not in combination with the Toyota Aero-Paket!


Only for before minor change models!




		 

	

This product comes with §19.3 TÜV-Zertification!",No notes available,In Stock,TRCTuning
Rear Diffusor Toyota GT86 (before minor change),249.95,,"Rear Diffusor Toyota GT86
Rear Diffusor for mounting under the serial rear bumper spoiler made in ABS.

Fitts only on before minor change models. 

Fitts not in combination with the Toyota Aero-Paket!




		 

	

This product comes with §19.3 TÜV-Zertification!",No notes available,In Stock,TRCTuning
CARBON Front Fender Covers (Fin) Toyota GT86,169.96,,"CARBON Front Fender Covers (Fin) Toyota GT86

 





Front fender air intake cover set made in real carbon for the left & right side of the vehicle.

		With clear coat finish for a perfect wet carbon-look.



		Ready for Plug & Play installation.

		The covers will be glued no screwing needed.


		 

	

Covers are TUEV-free and ready for street legal use!",No notes available,In Stock,TRCTuning
Front Under Bumper Cup Spoiler Toyota GT86 Facelift V4 (Black Molet),299.95,,"Front Under Bumper Cup Spoiler Toyota GT86 Facelift V4 (Black Molet)

Front Under Bumper Cub Spoiler for mounting under the serial front bumper spoiler made in ABS.

Incl. installation material.

Fitting on Toyota GT86 Facelift 2017&gt;

Surface Finish: Black Molet.

Cup Spoiler Color: Red
Incl.§19.3 TÜV-Zertification.





 



	This part is available in different surfaces:



Black Molet
Black-Highgloss
or Carbon-Look




	Black Molet surface is optimized for painting in your vehicles color.

	All other surfaces are ready for mounting and can be installed without any preliminary works.",No notes available,In Stock,TRCTuning
Toyota GT86 Tributo LFA Transformatione Kit,"7,600.00",,"Toyota GT86 Tributo LFA Transformatione Kit


 

Full Tributo LFA transformation style kit for the Toyota GT 86.

Inclusive LFA style tripple exhaust muffler.


The Tributo LFA Kit can alternative equiped with the Nürburgring package wihich is in additional order available.


 
GT86 Tributo LFA Front Bumper Spoiler:


 



GT86 Tributo LFA Side Skirts:


 



GT86 Tributo LFA Rear Bumper Spoiler incl. Tripple Exhaust:


 



GT86 Tributo LFA Rear Trunck Spoiler:


This transformation kit would be only produced on orders. All parts are absolutelly handmade. Please notice an delivery time approx 6-10 weeks. The Tributo LFA kit contains:

 

Front Bumper Spoiler inclusive fog lamp kit and grill-set
Rear Bumper Spoiler inclusive diffusor with integrated lamp kit and grill-set
Tripple exhaust muffler
Side Skirts left & right
Rear Trunck Spoiler
Toyota Emblem Set for the front & rear part






 

Da es sich bei diesem Umbau um eine Sonderanfertigung handelt, ist eine TÜV-Sonderabnahme nach §21 notwendig. Der Tributo LFA Kit wird mit keinem TÜV-Teilegutachten ausgeliefert. Eine Sonderabnahme vom TÜV ist daher notwendig vorgeschrieben. Alle Teile werden unlackiert ausgeliefert und müssen erst in der jeweiligen gewünschten Wagenfarbe lackiert werden.",No notes available,In Stock,TRCTuning
CARBON Master Door Switch Trim Cover Toyota GT86 / Subaru BRZ,54.95,,"CARBON Master Door Switch Trim Cover Toyota GT86 / Subaru BRZ

 





Master Door Switch Trim Cover for the driver side made in real carbon with clear coat finish for a perfect wet carbon-look.


		Ready for Plug & Play installation.

		The cover will be glued no screwing needed.


		 

	

Cover comes TUEV-free, ready for street legal use!",No notes available,In Stock,TRCTuning
H&R Wheel Spacers DRM 60mm Axle Toyota GT86 Subaru BRZ,140.22,,"H&R TRAK+ Wheel Spacers 60mm on the axle


	improve the look as well as the handling of your car while being compatible with both the stock and aftermarket wheels.

	 


Product Benefits:

High strength, light weight aluminium/ magnesium alloy
Precision CNC machined
Hard anodized for greater surface hardness and corrosion resistance
Available in silver and black (depending on application)
Fit either stock or aftermarket wheels
Compatible with OEM and aftermarket suspension systems
Available for a wide range of automobiles
Includes detailed mounting instructions for quick and easy installation
Delivered with TUV or ABE approval
Engineered, manufactured and tested in Germany








One set contains 2 pieces of wheels spacers for 1 axle! 40mm descripes the extensions each axle, also 20mm each wheel side!

	The wheel spacers are TUEV-approved based on the serial wheel combinations of the manufacturer of the vehicle. If you have any questions about the TUEV approvement please feel free to contact us. We will help to find the right for your individual use.



	For installing the wheel spacers we recommand our Aluminium-Paste witch can be purchased additionaly.



ATTENTION:
The use has not been tested in combination with steel wheels!

On lowered vehicles it is always important to checkthe  free movement of the wheels.

After installing the wheel spacers it could be necessary to equip the vehicle with wheel covers witch can be purchased seperately.",No notes available,In Stock,TRCTuning
Side Skirts Cover Set Toyota GT 86 V3 (Black Highgloss),329.95,,"Side Skirts Cover Set Toyota GT 86 V3 (Black Highgloss)  


Side Skirts Cover Set Cup-Style for mounting over the serial side skirts, made in ABS.  

Fitting on Toyota GT 86.

Surface Finish: Black Highgloss.




 



	This part is available in different surfaces:



Black Molet
Black-Highgloss
or Carbon-Look




	Black Molet surface is optimized for painting in your vehicles color.

	All other surfaces are ready for mounting and can be installed without any preliminary works.",No notes available,In Stock,TRCTuning
Rear Under Bumper Cover Set Flaps Toyota GT86 V3 (Carbon-Look),189.95,,"Rear Under Bumper Cover Set Flaps Toyota GT86 V3 (Carbon-Look)       


Rear Under Bumper Cover Set Flaps for mounting at the serial under bumper, made in ABS.

Fitting on Toyota GT86.

Surface Finish: Black Carbon-Look.



 



	This part is available in different surfaces:



Black Molet
Black-Highgloss
or Carbon-Look




	Black Molet surface is optimized for painting in your vehicles color.

	All other surfaces are ready for mounting and can be installed without any preliminary works.",No notes available,In Stock,TRCTuning
Rear Under Bumper Cover Set Flaps Toyota GT86 (Carbon-Look),109.95,,"Rear Under Bumper Cover Set Flaps Toyota GT86 (Carbon-Look)       


Rear Under Bumper Cover Set Flaps for mounting at the serial under bumper, made in ABS.

Fitting on Toyota GT86.

Surface Finish: Black Carbon-Look.



 



	This part is available in different surfaces:



Black Molet
Black-Highgloss
or Carbon-Look




	Black Molet surface is optimized for painting in your vehicles color.

	All other surfaces are ready for mounting and can be installed without any preliminary works.",No notes available,In Stock,TRCTuning
MISHIMOTO Cold Air Intake Toyota GT86/FR-S/BRZ ZN6,379.95,,"MISHIMOTO Cold Air Intake Toyota GT86/FR-S/BRZ ZN6

MISHIMOTO intake system with air filter. Ready for connection suitable for the Toyota GT 86 / Subaru BRZ with air mass meter adapter,
and pin intake manifold.

The system is heard to hear a different air flow.
Up to 10PS more power possible.



Notice: This system is only for motorsport intend. System comes without TUEV-homologation!",No notes available,In Stock,TRCTuning
Ultra Racing Rear Lower Brace Toyota GT86 / Subaru BRZ,110,,"Ultra Racing Rear Lower Brace Toyota GT86 / Subaru BRZ     

Vehicle-specific high performance racing struts from the company Ultra Racing from Japan.
Indispensable when it comes to the use of vehicles in racing.
The Ultra Racing products are characterized by very high quality and manufacturing standards.

A perfect fit for the respective vehicle.

Toyota GT86 / Subaru BRZ

 

Product details:



Approval
Nein


Artikelnummer
229647


Manufacturer
Ultra Racing


Manufacturer sku
RL2-2977


Car Brand
Subaru, Toyota


Car Model
BRZ, GT86


Color
Nein


Material
Nein






Why Ultra Racing use Steel instead of Aluminum?

First, steel is stronger than aluminum for the same size and thickness. In order for aluminum alloys to be at least the same strength as steel, it has to be at least double the thickness (steel 4mm = aluminum 8mm). When that happens, weight saving is not so apparent anymore. Of course there are also exotic materials and alloys that can match the strengths of steel, but the cost are astronomically high and therefore not very cost effective to bring into mass production.

 




MILL / TEST CERTIFICATE (Chemical Composition)



		Specification

	

JIS 3101 SS 400 (Japan International Standard)
JIS G 3141 SPCC SD (Japan International Standard)
ASTM A 500 Grade A (American Standard)
BS 1387 ( British Standard)



		 

	





 

 



Ultra Racing products comes without TUEV-Homologation.

The product range is limited in Germany / Europe only for motorsport intend.",No notes available,In Stock,TRCTuning
Front Under Bumper Cup Spoiler Toyota GT86 Facelift V4 (Carbon-Look),399.95,,"Front Under Bumper Cup Spoiler Toyota GT86 Facelift V4 (Carbon-Look)

Front Under Bumper Cub Spoiler for mounting under the serial front bumper spoiler made in ABS.

Incl. installation material.

Fitting on Toyota GT86 Facelift from 2017&gt;

Surface Finish: Black Carbon-Look.

Cup-Spoiler Color: Red
Incl.§19.3 TÜV-Zertification.





 



	This part is available in different surfaces:



Black Molet
Black-Highgloss
or Carbon-Look




	Black Molet surface is optimized for painting in your vehicles color.

	All other surfaces are ready for mounting and can be installed without any preliminary works.",No notes available,In Stock,TRCTuning
Valenti Sequential LED Clear Tailights Toyota GT86 / Subaru BRZ (Red Clear V2),599,,"Valenti Sequential LED Clear Tailights Toyota GT86 / Subaru BRZ (Red Clear V2)

 





Valenti LED Clear Tailights for the Toyota GT 86, Subaru BRZ, Scion FR-S. Fitts on all models.

		Ready for Plug & Play installation. Replaces the complete tailight unit.


		Delivery comes in pairs (2 pieces) in red color edition.

		With dynamic sequential indicators.

		 

	
The tailights are E-Approved and ready for street legal use!",No notes available,In Stock,TRCTuning
Side Skirts Toyota GT86 / Subaru BRZ,299.95,,"Side Skirts Toyota GT86 / Subaru BRZ
Side Skirts for mounting on the serial chassy made in ABS.

Fitts not in combination with the Toyota Aero-Paket!

 





		 

	

This product comes with §19.3 TÜV-Zertification for the Toyota GT86.",No notes available,In Stock,TRCTuning
Side Skirts Cover Set Toyota GT86 V2 (Black Molet),159.95,,"Side Skirts Cover Set Toyota GT86 V2 (Black Molet)


Side Skirts Cover Set Cup-Style for mounting over the serial side skirts, made in ABS.

Fitting on Toyota GT86.

Surface Finish: Black Molet.






 



	This part is available in different surfaces:



Black Molet
Black-Highgloss
or Carbon-Look




	Black Molet surface is optimized for painting in your vehicles color.

	All other surfaces are ready for mounting and can be installed without any preliminary works.",No notes available,In Stock,TRCTuning
