product_name,price,item_type,description,misc_notes,in_stock,supplier
Brake Pads - Front - Hawk HPS - GT86 & BRZ,108.5,,"Hawk High Performance Street Brake Pads - FrontFitment includes Toyota GT86 & Subaru BRZ Superior Stopping Power for the StreetHPS - High Performance Street disc brake pads are world renowned for increasing stopping power on your street legal vehicle.  Increasing the performance of your vehicles braking system is easy when you choose Hawk Performances HPS braking compound.  This unique Ferro-Carbon formula was developed for street performance using the safety and quality of Aerospace and Motorsports severe-duty friction technology. The High Performance Street compound offers a higher coefficient of friction over stock brake pads and can provide you 20-40% more stopping power and higher resistance to brake fade than most standard replacement pads.  Less fade means you will have a highly durable brake pad with less brake dust. All Hawk Performance High Performance Street brake pads provide a limited lifetime warranty, ensuring products to be free of defects from manufacturers workmanship and materials. Note:Hawk Performance burnishes its High Performance Street brake pads as a final step in the factory, but all brake pads have to be bedded-in with the rotors (new or used) that they will be used against.  Properly bedding-in new brake pads results in a transfer film being generated at the pad and rotor interface to maximize brake performance. ",No notes available,In Stock,FenSport
Avo Turbo Stage 1 & 2 - Billet CHRA for 1849 Turbocharger - GT86 & BRZ,615.33,,Avo Turbo CHRA (Central Housing Rotating Assembly)Replacement for Avo 1849 TurbochargerNote: Can be used to upgrade earlier stage 1 & 2 non billet kits. ,No notes available,Not In Stock,FenSport
GT86 Overpipe,40,,GT86 & BRZ OverpipeSecondhand  ,No notes available,In Stock,FenSport
"Summit Rear Strut Brace - Graphite - GT86, GR86 & BRZ",135,,"GT86, GR86 BRZ Summit Rear Strut Tower Brace2 Point - GraphiteSummit chassis braces & reinforcing equipment improves handling and chassis rigidity by reducing chassis flex. Unlike some competitors Summit braces are not hollow and use monocoque aluminium triple tube shaft and forged parts which are not only lightweight but are also exceptionally strong. ",No notes available,Not In Stock,FenSport
MCA Traction Mod Kit - Trailing Arm Relocation Brackets - GT86 & BRZ,220,,"The MCA Suspension Traction Mod is a patented bolt-on pair of brackets that greatly improves rear traction and stability whilst also slightly improving ride quality.  Due to the rear end being taken straight from an AWD Impreza, the rear end has some characteristics that are well suited to an AWD car but when applied to a RWD car can make the car quite tail happy in certain conditions. The Traction Mod greatly improves this through a simple and quick bolt-on procedure that has zero impact on wheel alignment or bumpsteer. ",Price is for 1 pair,In Stock,FenSport
"Rear Differential - Final Drive - Various Ratios - Weir Performance - GT86 & BRZ, JZX90 & JZX100",440,,"Crown Wheel & Pinion Set for GT86 & BRZWeir final drive gears are CNC machined and lapped for quiet operation!The high quality ring and pinion gear set is shot peened, a process which further strengthens the gears and adds durability.  As a result, we are proud to offer enthusiasts the best final drive gears on the market today. What is a final drive gear set?The final drive ratio is the final gearing between your transmission and the driven wheels.  By changing it, you can affect the performance of your car. A lower number final drive ratio will lead to less torque at the wheels but a higher top speed. A higher number offers more torque at the wheels, closes the gear ratios, and a lower top speed. The standard ration for a GT86 & BRZ is 4. 1By changing your final gear ratios, you can optimise the car for different applications. eg: 1, GT86 but want more acceleration and closer gear ratios to keep the engine in the correct rev band - use a 4. 30, 4. 56 or 4. 88. eg: 2 GT86 automatic cars from the factory have very high gear ratios, 4th in the auto is the same ratio as 5th in the manual car.  Use a 4. 56 or 4. 88 to improve acceleration. eg: 3, Forest rallying requires close ratios and usually only a low top speed - use a 4. 88 or 5. 30. eg: 4, cars using a gearbox conversion where a lower ratio is required - use a 3. 58. Note: You will also need to replace the following parts when installing the final drive.  These can be found in the Drivetrain section. GT86 Rear Drive Pinion NutGT86 Rear Diff Front Oil SealGT86 Rear Diff Crush Tube","You will also need to replace the following parts when installing the final drive. These can be found in the Drivetrain section.

- GT86 Rear Drive Pinion Nut

- GT86 Rear Diff Front Oil Seal

- GT86 Rear Diff Crush Tube",In Stock,FenSport
Fensport - Turbo Remap Advanced - GT86 & BRZ,600,,"Fensport GT86 / BRZ - Turbo Remap Advanced - for  high power turbo applications with modified intake and fuel systems including electronic boost control. Note: Available with or without Ecutek License.  An Ecutek License is a one time seperate charge and is required if the vehicle has not been mapped via Ecutek before. At Fensport we have been extremely busy working on ECU remapping using the brilliant Ecutek software to reflash the standard ecu.  To date we have tested many different configurations of maps and turbo configurations, as well as countless miles of road, dyno, track and race testing to bring you our Fensport Turbo ecu remap service. Turbo Remap Advanced is suitable for a wide range of turbo kits running with larger maf tubes, blow through mafs, larger airboxes, larger fuel injectors & hybrid or full time speed density. Fensport RaceRom Forced Induction features: 4 maps - switchable Launch Control - Manual transmission Full Throttle Gear change - Manual transmission Auto Blip on downshift - Manual transmission In gear rpm limits Raised Load limits VVT active - engine checklight warning Oil Temperature - engine checklight warningTurbo specific features: Electronic closed loop boost control - valve and wiring required Up to 4 different boost settings via map switching Oil, Water & Air Temperature, vvt & advance multiplier dependant boost control for safety Throttle and gear dependant boost control Over boost protectionNote 1: Our ""Turbo Remap Advanced"" is not necessary for cars with standard air intakes and standard injectors, please use our ""Turbo Remap""Note 2: Remote mapping can be done but we require the customer to install a wideband afr guage / meter.  Please contact us for further details. Note 3: We advise using 98 Ron fuel with all forced induction setups. Note 4: Competition cars without cruise control stalk can still switch maps using other switch configurations. Note 5: Boost control valve required. Note 6: Further extras are available at £75 + vat per hour includingIntegrated & failsafe water methanol injection using Aquamist HFS V3. 1 KitIntegrated sequential gearbox control for upshift using Geartronics Ecu & EcutekBoost vs Steering AngleFrequently asked questions:Can I return my car to standard map?Yes the standard map can always be re flashed. Will the Manufacturer be able to tell if my ecu has been reflashed?It is possible but unlikely, the Ecutek software has a flash count as does the standard software, however they can't see each other.  and factory diagnostic tool will still work with our Ecutek software. Can the fault codes still be read?Yes, both the Manufacturer and generic OBD readers suitable for GT86 and BRZ can still read fault codes (DTC's)What if there's a recall or a warranty claim pending?If required the ecu can be reflashed back to standard, once recall work is complete, the tuned map can be re installed. Do I need to purchase a license?An Ecutek license essentially unlocks the ecu and allows us to overwrite the standard rom file with our modified files.  A license is only required the first time you flash the car, after this you can reflash as many times as you like. I already have an Ecutek license?If your car already has an Ecutek license, you can still use our Fensport Maps. Is a Ecutek license transferable?No the Ecutek license is a one time purchase for each individual ecu. What about future updates?Software and main dealer map updates will be made available as they are released. Ecutek are continually developing the software with future modifications and upgrades in mind. Future remaps are chargeable, cost depends on modifications and time spent, we charge £75 + vat per hour for extra mapping work. Do you use a generic map?We start with one of our many base maps and then map / tune the car to suit you and your vehicle.  Each vehicle and customer is different and we pride ourselves in getting the best from your car in a safe manner and we will tailor any of the available options to suit you and your modifications. Do you use a rolling road?No all of our cars are road mapped, we do use rolling roads in the development of our rom files, these base roms are then fine tuned on your car in their natural environment the road. What is ""E Mapping"" or ""Remote Tuning""?You can still use our Fensport Maps even if you don't live in the UK or you can't get your car to us.  You need to purchase or hire the ""ProECU Programming Kit"" and purchase a ""License/ Map Calibration"" which will allow you to programme our Fensport Maps in to your vehicle.  maps will be sent to you via email, you will upload to your vehicle, go for a drive and capture log files to email back to us for diagnosis and modification.  Note: All forced induction setups require an external wideband afr guage or input.  The factory sensor is not always reliable with forced induction. What is EcuTek EVi Connect - with Programming?The ""Programming Kit"" allows you to programme our Fensport Maps to your vehicle. The EVi Connect also includes the ability to read and clear fault codes (DTC's) as well as log ecu parameters, capture log files to email back to us for diagnosis and modification.  You will also be able to return the car back to standard if necessary.  The programming kit does not allow you to change the calibration of our Fensport maps.  However we can supply a standard ""open"" map if you wish to self tune. Please call for further information or to book your remap. ",No notes available,Not In Stock,FenSport
Turbo Exhaust System - Turbo Back - No Cat - Avo 3,1585,,"Avo Turboworld 3"" Stainless Steel - Full Exhaust System for GT86 & BRZ with Avo Turbo KitFrom Turbo Back - No CatalyserFor those wishing to get the ultimate power from their Avo turbo conversion for their GT86 and BRZ. The front pipe kit includesOverpipe - Ceramic CoatedFront Pipe - Stainless steel with lambda bung and stainless flexible joint. Stainless sprung centre joint as per OEMRear half system polished stainless steel 3"" pipework with twin tailpipesGaskets also included.  GT86 Avo turbo launch with 3"" Avo exhaust system.  ",No Catalyzer,Not In Stock,FenSport
HKS Stroker Kit - 2.1L  - Low Comp - Step 2 - Forged Rod - GT86 & BRZ,4180,,"HKS 2. 1L Low Compression Step 2 Stroker kit for GT86 & BRZ FA20 engine. Designed for high boost applications. HKS 2. 1 litre capacity upgrade kit consists of 1 x 90mm crankshaft, 4 x 86mm pistons with rings, pins & clips.  4 x forged I beam connecting rods. By using different thickness head gaskets compression ratio can be altered to suit your purpose. Stopper type gasket 0. 5mm = 11. 1 compression, 0. 7 = 10. 9, 1. 0 = 10. 5. Grommet type gasket 0. 8mm = 10. 8, 1. 2mm = 10. 4Piston Kit: Forged material improves durability.  Piston crown to design optimizes the atomization of fuel during injection.  The piston is recessed to match high lift HKS camshafts.  Piston crown had 3D design in consideration of stock direct injection system.  Molybdenum coated pistons reduce friction.  Stock Bore Compatible 86. 0mm Connecting Rods: Forged I beam design and revised connecting rod bolt size.   Specific connecting rods have been designed to suit the longer stroke.   With no engine modifications, a special size crank pin has been set requiring new bearings.   Note: The con rod bearings are sized to use Nissan RB26 & SR and must be purchased separately.  Crankshaft: Stroke 90. 0mm Made from HKS special forged material  Carefully designed weights balance the engine for maximum efficiency. ",No notes available,Not In Stock,FenSport
Fuel rail Kit - Racer X - Black Anodized - GT86 & BRZ,260,,"Racer X Fabrication Fuel Rail Kit - GT86 & BRZThe Racer X Fabrication fuel rail kit for the is designed to provide an adequate fuel supply to a modified engine when the OEM system runs short.  The fuel rail kit is unique and stands alone with our injector driver bracket, the only company to offer a true NO cutting solution and simple installation.  The fuel rail kit includes all lines, fittings, and injector driver ECU bracket standard. Construction: The fuel rail kit utilises AN fittings that are commonly sized and can be conveniently sized larger if needed.  The rails are cut with an O-ring groove for each AN fitting to provide a perfect seal.  Each rail incorporates the OEM fuel rail dampers, as well as the alignment tabs that other companies often over look.  The alignment tabs on the Racer X Fabrication fuel rails provide the injectors with the correct orientation, so when the injectors are installed the spray pattern retains the same orientation as OEM. Features include:CNC machined Fuel rails with injector alignment tabsCNC machined AN fittings0. 69"" Fuel rail bore / E85 compatibleInjector driver ECU bracketNo cutting or modifying OEM bracketsAnodized blackAN fittings, lines, and hardware included4 lbs lighter than OEM (Racer X, 2lbs, 8oz / OEM, 6lbs, 13oz)Made in the USA, at Racer X Fabrication  ",No notes available,In Stock,FenSport
Lightweight Alloy - Water Pump Pulley - Oversize - Blue - GT86 & BRZ,62.46,,"Lightweight Alloy Water Pump PulleyAnodised BlueOversizeWeight approx: Fensport pulley 305g, Standard pulley 455gHigh quality CNC machining. Light weight to reduce parasitic power lossNot only is the Fensport alloy water pump pulley much lighter than stock, it is also 20mm larger diameter which reduces water pump speed to gain more power to the wheels. Reducing the water pump speed is completely safe, there is no increase in water temperature at idle or throughout the rev range. Note: Our oversize drive belt must be used to complete the installation. ",No notes available,In Stock,FenSport
TRD Mini Sticker Set,8.5,,"TRD Mini Sticker SetFor reference the upper ""TRD Sportivo"" stickers are 90mm long. ",No notes available,Not In Stock,FenSport
TRD Tyre Pressure Monitor - GT86 & BRZ,239.89,,TRD Tyre Pressure Monitor SetCan be installed with TRD SF3 or TRD TF6 Wheels  ,No notes available,Not In Stock,FenSport
Millers - NanoDrive Fully Synthetic Engine Oil With Nano Tech - CFS 0w30 NT - 1 Litre,14.15,,"CFS 0w30 NT Fully Synthetic Engine Oil with Nano Technology1 Litre Fully Synthetic Triple Ester Nano Technology ultra low friction formulation.  Suitable for fast road/street modified engines, race, rally, sprints and hill climbs.  Ideal for engines with hydraulic tappets e. g.  Ford Zetec. Application:Most commonly used in GT86 & BRZ EnginesFor competition or modified engines where maximum power release is the preferred criteria.  Formulated for high revving engines used in circuit racing or for larger engines for short duration i. e.  hill climbs and sprints.  Also suitable for fast road or track day use, especially in engines where a 0w20 is normally specified.  Suitable for operating at 125°C with peak temperatures up to 150°C. User Benefits:Significantly reduces friction and heatReduces component wear which promotes longer engine lifeIncreases power output and torque, superior anti-friction and anti-wear characteristicsImproves reliability and energy efficiency",No notes available,In Stock,FenSport
Bonnet Struts / Bonnet Lifters - GT86 & BRZ,71.95,,"1 x pair of Struts / Bonnet Lifters for Toyota GT86 & Subaru BRZIncludes fitting kitColour: BlackFensport Tip: Easy installation, uses original fixing holes with no drilling required",No notes available,In Stock,FenSport
Brake Pads - Front - Standard - GT86 & BRZ,39.93,,Front Brake Pad - GT86 & BRZStandard TypeAxle set,No notes available,In Stock,FenSport
Head Gasket - HKS Grommet Type - Various Thickness - GT86 & BRZ,260,,HKS Grommet Type for GT86 & BRZ FA20 engineHKS metal grommet type headgaskets are designed for high boost applications.  They provide a more reliable seal than traditional stopper type. Features:Gas seal surface pressure is maintained to increase the seal limits. Combining with strengthened ARP head bolts for even higher seal strength. 0. 8mm & 1. 2mm available. When used with the HKS 2. 1l low comp step 2 kit the compression ratio is calculated at 0. 8mm is 10. 81. mm is 10. 4,Price is for 1 pair of headgaskets,Not In Stock,FenSport
Brake Kit - TRD Monoblock V2 - Front & Rear - GT86 & BRZ,4163.81,,"TRD Monoblock - Version 2 Big Brake Kit for GT86 & BRZA complete brake kit for front & rear4 Piston Front Caliper, 2 Piston Rear Caliper",Can not be fitted with standard wheels,Not In Stock,FenSport
"Coilover Kit - Tein Mono Sport - GR86, GT86 & BRZ",1170,,"GR86, GT86 & BRZ Mono Sport Tein Coilover KitMONO SPORT offers not only the precise steering feel that strongly appeals to sport-minded drivers, but also the flexible movement.  MONO SPORT is set up to let the drivers enjoy the runs on circuits and/or winding roads and everyday driving on streets with the damping force adjusted. Mono Sport Features include:Well-Thought Settings to Meet Different Needs for Different Vehicle Models!Mono-Tube Structure to Deliver Rich Information from Road Surface!Full-Length System for Ride Height Adjustment w/ Minimal Change in Ride!Newly-Designed Upright Strong Tube for Strut Type Suspensions!16-level Damping Force Adjustment + ADVANCE M. S. V. !Compatible with EDFC Series to enable In-Car Damping Force Adjustment!Upper Mounts Included for Easy Installation!Highly Durable & Reliable!Thoroughgoing Rust-Proofing!Highly-Rigid Bracket & Shell Case!Smooth Ride Height Adjustment & One-of-A-Kind Adjusting Wrench!No-Sag Springs!High-Spec Damper Oil!Available for Overhaul & Revalving!GT86 & BRZ Specific Features:Full Coilover kit including 4 x Height adjustable shock absorbers4 x Coil springsDamping rate: 16 way top adjustableRide height adjustment range: Front -88 to +20mm, Rear -83 to -26mmSpring Rates: Front 8kg, Rear 9kgFront Mounts: Camber adjustable pillowball Rear Mounts: Pillowball upper rear mounts. EDFC Compatible? Yes please purchase EDFCII, EDFC Active or EDFC Active Pro separately - EDFC strut kit also required.    ",No notes available,Not In Stock,FenSport
Carbon Fiber Rear Diffuser - GT86 & BRZ,259,,Carbon Fibre Rear Lower Bumper Diffuser  - GT86 & BRZBeautifully finished in carbon fibre.  Easily fitted and complete with fitting kit,No notes available,Not In Stock,FenSport
Brake Kit - Front - Blitz 86104 - GT86/BRZ,2560.26,,GT86 & BRZ Blitz Front Brake Kit 6 Pot Caliper355mm Diameter X 32mm Thick DiscsAluminium body for light weight but excellent stiffness. Red CaliperBlack Bell HousingAs used on Blitz Racing Project Tsukuba Time Attack BRZ NOTE: Standard Wheels Will NOT Fit When Using This Product,No notes available,Discontinued,FenSport
Shock Absorber - Tein Endura Pro Plus - Adjustable - Rear - GT86 & BRZ,105,,"Tein Endura Pro Plus Adjustable Shock Absorber for GT86 & BRZNot Handed - Price is for 1 x single shock absorberThe Tein Endura Pro Plus is a top adjustable shock absorber that uses an internal ""Hydraulic Bump Stop"" system which absorbs impact smoothly, strongly reducing the impact that disturbs the vehicle's behaviour. Perfect for those who do not want a coilover type kit, the Endura Pro is a direct replacement shock absorber that allows the use of original or lowered springs and OE type top mounts. The Endura Pro Plus range is also compatible with Tein EDFC (electronic damping force controller)Features:Top Adjustable type - compatible with Tein EDFCHydraulic bump stopTwin TubeHigh strength and durabilityLarger oil capacityRustproof surface treatmentDirect replacementWorks with OE or lowered springsWorld class OE shape shock absorberRear - Not HandedNote: Price is for 1 single shock absorberFensport Tip: It is advisable to always replace shock absorbers in axle pairs to retain handling balance, steering and maintain stable braking performance. EDFC Compatible? Yes please purchase EDFC Active or EDFC Active Pro separately - EDFC motor kit & Motor extension kit also required. ",No notes available,Not In Stock,FenSport
HKS Hi-Power - Single V2 - Sports Exhaust System - GT86 & BRZ,650,,HKS Hi-Power Racing Exhaust System for GT86 & BRZHi Power Racing Muffler Features 119mm single tailpipe75mm Straight through designSUH409 Stainless steelClose noise level at idle 90db (standard car 86db) ,No notes available,In Stock,FenSport
"TRD Clutch Cover - Uprated - GR86, GT86 & BRZ",325.36,,"GT86 TRD Uprated Clutch Cover for GR86, GT86 & BRZIn order to support the high-performance quality of the clutch disc, each parts have been modified enabling the engine power to transfer without any loss. Reinforced diaphragm will tightly hold the pressure plate even after repeated clutch changes enabling precise clutch work. Pressure Power: approx 6,000N","Recommended to use with TRD clutch disc. 

- Please be aware that clutch will be heavier ""in use"" than the standard type.",In Stock,FenSport
P3 Cars Digital Multi Gauge - Self Install - GT86 & BRZ,312.5,,"P3 Cars Digital Multi Gauge - Vent Mounted for GT86 & BRZSelf installation in to own vent (RHD & LHD)Specifically designed to support the FA20 engine platforms.  The P3 Cars Digital Multi Gauge reads all data directly from the diagnostics port for fast plug and play install. Features Include: Multiple Gauge Displays Boost/Vac, AFR, Oil Temp, Coolant Temp, Intake Air Temp, Throttle Position, Speed, RPM with Shift-light, Battery voltage and more! Plug and Play install with zero cutting required.  All power, ground, and data points come directly from the diagnostics port connector.  High resolution boost/vacuum display directly from factory sensors.  Record & Recall the peak value from any mode, or record and playback 15 seconds of data from the current mode.  Temperature peaks recorded in the background.  On the Fly Configuration Menu Lockout/Display off mode, English(PSI, F, MPH) or Metric(BAR, C, KPH) selection, Adjustable boost display resolution, display settings and more! Universal Aux inputs to optionally connect any 0-5v sensor with universal settings for display ranges and bar graph displays from -999 and 9999 max values.  Auxillary sensors available, please enquire",No notes available,Not In Stock,FenSport
Avo Turbo Stage 1 & 2 - Replacement Billet 1849 Turbo - GT86 & BRZ,1160,,Avo Stage 1 & 2 Billet 1849 TurbochargerWith Ceramic CoatingFull replacement turbo unit - ideal billet upgrade for earlier stage 1 & 2 kits. ,Turbo unit only - not a turbo kit,Not In Stock,FenSport
Breather System - Avo Short Type - GT86 - BRZ,199,,Avo Short Breather SystemFor Avo Turbo KitsWe recommend the use of a breather system when turbocharging your car. ,No notes available,In Stock,FenSport
GT86 Flywheel - Used,75,,FlywheelGT86 & BRZ Secondhand ,No notes available,In Stock,FenSport
TRD Knee Pad Set - RHD - GT86,157.34,,GT86 TRD Knee Pad Set - RHDRed stitching and TRD logo,Drilling of interior panel is required for installation,Not In Stock,FenSport
Synthetic Brake Fluid - DOT 5.1,12.3,,Dot 5. 1 brake fluid is suitable fo ABS braking systems and all hydraulic clutch and brake systems.  (except those that require mineral oil)Can be mixed with all other fluids conforming to the specifications below. Delphi Lockheed Dot 5. 1 is a 'Non Silicone Based' motor vehicle brake fluid which exceeds F. M. V. S. S. No.  116DOT 5. 1 specification and current spcification S. A. E J1703. Typical dry boiling point: 271 degrees C.  Typical wet boiling point: 184 degrees C. 1 litre Cannot currently be shipped outside of the UK,No notes available,In Stock,FenSport
TRD Front Canards - GT86 & BRZ,88.89,,GT86 & BRZ TRD Front Canards - PairControls down force and improves front stability. Color: Black (Non painted)Material: RubberInstallation: Double adhesive tape and bolt fixing,"Need to drill a hole in Bumper



- Cannot install with genuine parking sensor",In Stock,FenSport
TRD Toyota 86 - Sew On Badge,12.68,,TRD Toyota 86 - Sew On Badge120 x 20mm,,In Stock,FenSport
