product_name,price,item_type,description,misc_notes,in_stock,supplier
Greddy Oil Pan Baffle Plate for Toyota GT86 & Subaru BRZ,154.99,,"Greddy Oil Pan Baffle Plate for Toyota GT86 & Subaru BRZ SpecificationsDesigned to be installed in the existing stock pan, this stainless steel baffle plate guarantees better engine protection, reducing oil surge. As it limits oil movement in the lower part of the engine, this plate ensures that a small oil reserve is always available at the oil pump's point of suction. This way, even in intensive use with high centrifugal force, your oil will always be at a stable pressure.This plate can be installed directly into your oil pan without modification. Made in Japan by GReddy, with a high quality finish and perfect fitment.","Protect your engine !Oil pan baffle plateFor Toyota GT86 & Subaru BRZ (engine codes : 4U-GSE, FA20)Made in Japan, high quality finishReduces movement in the oil panLimits oil surgeOil pressure is always stableIdeal for intensive use (trackdays, competition...)Material : aluminium with anodized finishPlug & play"" installation, without modificationsGReddy part no. : 13515901",Not In Stock,DriftShop
BC Racing Coilovers C-89 BR-RH ,"1,159.99",,"With a great experience in competition, BC Racing has developed over the years a wide range of coilover kits for both pros and amateurs alike. On all models, the threaded body of the damper allows for height adjustment of the vehicle via the lower mount, without influencing spring preload, comfort or damper stroke.The BC Racing Club Sport Coilovers (BR) have slightly higher spring rates and hydraulics settings than the Street range. They are intended for fans of trackdays, eager to use their vehicle daily without sacrificing too much comfort. Based on a pressurized monotube type design with floating piston, the Club Sport range has a large 46 mm piston, housed in a 53 mm body. This feature ensures superior oil content, and better guidance. The stiffness is adjustable in 30 positions thanks to a knob (rebound and compression simultaneously), while offering a wide range of height adjustment.BC Racing coilovers use latest generation oils that are very stable. They guarantee exceptional endurance and excellent resistance to heating, for constant performance. The specific design of the lower rings ensures optimal support of the shock body in the lower mount, without any play. Each kit comes with a pair of c-spanners, an installation manual and a warranty card.",BC Racing Club Sport Coilovers BR-RH The best choice for fast road and trackdays For Toyota GT86 (2012+)Chassis code(s) : ZN6Wide range of height adjustment30 stage damping adjustment Top mounts : see detailed information below Spring rates : 6 kg F/mm (front) & 4 kg F/mm (rear)OEM specification brake hose fittings Anti-corrosion coating and dust boots1 year warranty Sold as a set of 4,Preorder Only,DriftShop
Navan Full LED Tail Lights for Toyota GT86 - Sequential,299.99,,"About Navan
Created twenty years ago, Navan specialize in automotive lighting. Whether it be aftermarket or OEM, Navan products are notably DOT / SAE (USA, Asia) certified, and equip many vehicles around the world. Navan headlights, rear lights and blinkers combine safety and reliability, with a modern design, thanks to the use of LEDs and sequential turn signals.
Whether you wish to rejuvenate your car with modern lighting, replace headlights that have become tarnished and oxidized over the years, Navan products are highly recommended by car enthusiasts !","Toyota GT86 LED Tail Lights

To suit : Toyota GT86
Part type : LED tail lights
Sequential blinkers (see video)
Identical to OEM quality and finish
Road approved USA (SAE/DOT)
Easy installation, in place of OEM units
Rejuvenate your lighting for more safety and a modern look !
Sold as a pair",Not In Stock,DriftShop
Aisin Clutch Release Bearing - Part No. BF-106 ,39.99,,"About AisinFounded in 1965, the Japanese company Aisin specializes in the development and production of automotive parts. It is a subsidiary of the Toyota group and supplies engines, transmissions, brakes and other essential components to many major manufacturers. Focused on innovation, the brand is renowned for the quality and performance of its products, and sponsors a number of motorsport players around the world, such as the drift driver Axel François in France.","Aisin Clutch Bearing Aisin clutch release bearing To suit : Toyota GT86 (4U-GSE)Engine code(s) : 4U-GSE, FA20OEM quality and lifespan Compatible with OEM or uprated clutch Part no. : BF-106",Not In Stock,DriftShop
Mishimoto Oil Cooler Kit - Silver ,707.99,,"Mishimoto Oil Cooler Kit for Toyota GT86 SpecificationsWhether used for everyday driving, on the track or in competitions, Mishimoto radiators are an excellent upgrade for all sports cars. Increasing thermal exchanges, they insure lower operating temperatures, for better reliability.They have a lifetime guarantee and come with all required accessories for a ""bolt-on"" installation, without any modifications : Dash 10 stainless steel braided hoses, brackets, bolts, fittings, sandwich plate...The thermostatic sandwich plate opens at 85°C and allows for a quicker increase in temperature for everyday use (especially in winter). The standard plate allows for a simultaneous installation for the radiator and two oil sensors (for example : oil temperature and oil pressure) but is not thermostatic : the oil permanently circulates around the radiator. The second plate is mainly suitable for intense use.","Mishimoto : Ultimate Cooling""plug & play"" oil cooler kit for Toyota GT86Ideal for intensive use Up to 25°C of oil temperature reduction Oil capacity increased from 0,5 to 1 litre (depending on model)Comes complete with all accessories required for installation : Dash 10 braided hoses, bolts, brackets, fittings, etc.Mishimoto lifetime warranty Express delivery !",Preorder Only,DriftShop
Mishimoto Oil Cooler Kit - Black ,707.99,,"Mishimoto Oil Cooler Kit for Toyota GT86 SpecificationsWhether used for everyday driving, on the track or in competitions, Mishimoto radiators are an excellent upgrade for all sports cars. Increasing thermal exchanges, they insure lower operating temperatures, for better reliability.They have a lifetime guarantee and come with all required accessories for a ""bolt-on"" installation, without any modifications : Dash 10 stainless steel braided hoses, brackets, bolts, fittings, sandwich plate...The thermostatic sandwich plate opens at 85°C and allows for a quicker increase in temperature for everyday use (especially in winter). The standard plate allows for a simultaneous installation for the radiator and two oil sensors (for example : oil temperature and oil pressure) but is not thermostatic : the oil permanently circulates around the radiator. The second plate is mainly suitable for intense use.","Mishimoto : Ultimate Cooling""plug & play"" oil cooler kit for Toyota GT86Ideal for intensive use Up to 25°C of oil temperature reduction Oil capacity increased from 0,5 to 1 litre (depending on model)Comes complete with all accessories required for installation : Dash 10 braided hoses, bolts, brackets, fittings, etc.Mishimoto lifetime warranty Express delivery !",Preorder Only,DriftShop
"Mishimoto Oil Cooler Kit - Silver, with Thermostatic Sandwich Plate ",761.99,,"Mishimoto Oil Cooler Kit for Toyota GT86 SpecificationsWhether used for everyday driving, on the track or in competitions, Mishimoto radiators are an excellent upgrade for all sports cars. Increasing thermal exchanges, they insure lower operating temperatures, for better reliability.They have a lifetime guarantee and come with all required accessories for a ""bolt-on"" installation, without any modifications : Dash 10 stainless steel braided hoses, brackets, bolts, fittings, sandwich plate...The thermostatic sandwich plate opens at 85°C and allows for a quicker increase in temperature for everyday use (especially in winter). The standard plate allows for a simultaneous installation for the radiator and two oil sensors (for example : oil temperature and oil pressure) but is not thermostatic : the oil permanently circulates around the radiator. The second plate is mainly suitable for intense use.","Mishimoto : Ultimate Cooling""plug & play"" oil cooler kit for Toyota GT86Ideal for intensive use Up to 25°C of oil temperature reduction Oil capacity increased from 0,5 to 1 litre (depending on model)Comes complete with all accessories required for installation : Dash 10 braided hoses, bolts, brackets, fittings, etc.Mishimoto lifetime warranty Express delivery !",Preorder Only,DriftShop
"Mishimoto Oil Cooler Kit - Black, with Thermostatic Sandwich Plate ",761.99,,"Mishimoto Oil Cooler Kit for Toyota GT86 SpecificationsWhether used for everyday driving, on the track or in competitions, Mishimoto radiators are an excellent upgrade for all sports cars. Increasing thermal exchanges, they insure lower operating temperatures, for better reliability.They have a lifetime guarantee and come with all required accessories for a ""bolt-on"" installation, without any modifications : Dash 10 stainless steel braided hoses, brackets, bolts, fittings, sandwich plate...The thermostatic sandwich plate opens at 85°C and allows for a quicker increase in temperature for everyday use (especially in winter). The standard plate allows for a simultaneous installation for the radiator and two oil sensors (for example : oil temperature and oil pressure) but is not thermostatic : the oil permanently circulates around the radiator. The second plate is mainly suitable for intense use.","Mishimoto : Ultimate Cooling""plug & play"" oil cooler kit for Toyota GT86Ideal for intensive use Up to 25°C of oil temperature reduction Oil capacity increased from 0,5 to 1 litre (depending on model)Comes complete with all accessories required for installation : Dash 10 braided hoses, bolts, brackets, fittings, etc.Mishimoto lifetime warranty Express delivery !",Preorder Only,DriftShop
PFC Compound 01 Brake Pads - Part No. 0929.01.17.44 ,312.99,,"PFC Compound 01 Brake Pads SpecificationsPFC CarbonMetallic Compound 01 brake pads are the most popular in the manufacturer's racing range. Remarkably versatile, they can be used in many motorsport disciplines: Touring Car, TCR, NASCAR, rally as well as track days.These pads have a strong initial bite with very little torque rise with temperature. Extremely resistant to the fading phenomenon, they allow a very precise control of braking while remaining moderately abrasive for the discs.These brake pads have an asbestos-free compound and are pre-treated for a quick use. However, it is advisable to follow the running-in procedure detailed by the manufacturer in order to benefit from all the qualities of the product.PFC Brakes (or Performance Friction) is one of the leaders in the field of high performance braking for road and motorsport. The brand's calipers, rotors and pads are manufactured in the United States with extreme rigor, in accordance with their slogan ""No Compromises"".","PFC Compound 01 Brake Pads For motorsport and track days High versatility in use Powerful, stable and precise braking Asbestos free Sold in sets of 4, front axle For 2012+ Subaru BRZ & Toyota GT86Made in USAPFC part no.: 0929.01.17.44",Preorder Only,DriftShop
D2 Street Coilovers D-TO-67 ,"1,049.99",,"D2 Street Coilovers SpecificationsThe Street series is the most popular among D2 coilovers, offering high quality at a great price. They provide an excellent balance between comfort and performance, are ideal for everyday use and the occasional track day, thanks to a wide range of adjustment possibilities. Height and spring preload are adjusted independently, maintaining full damper stroke and optimal comfort regardless of ride height. Front camber can be adjusted via the top mounts (McPherson struts only).Using monotube dampers, D2 Racing coilovers offer a lowering range of up to 10-12 cm (depending on the model), while being corrosion resistant thanks to their aluminium construction. Damping is 36-stage adjustable, providing a soft or firm ride, whichever is required. Often lighter than OEM units, D2 coilovers also help reduce weight.All D2 products are TÜV and ISO-9001 approved and benefit from a one-year manufacturer warranty. For your specific needs, it is possible to modify spring rates; D2 France always keeps a large choice of spare parts in stock, to facilitate maintenance and repair of your suspensions, without delaying other projects. Please contact us for more information.","D2 Street Coilovers Versatile suspension, perfect for everyday use For Toyota GT86 (2012+)36-stage damping adjustable Independent ride height and spring preload adjustment OEM brake hoses brackets Corrosion resistant aluminium construction1 year manufacturer warranty TÜV and ISO-9001 approved",Preorder Only,DriftShop
"Origin Labo ""Type EX"" Universal Carbon Canards",109.99,,"We pay special attention to the protection and packaging of fibre pieces for shipping. However, it is imperative to check the package contents and condition of the goods delivered in the presence of the delivery driver. If necessary, state condition reservations on the transport document before signing. No claims against the carrier or DriftShop will be possible if the issues were not addressed with the driver upon delivery. If there are ANY issues with the goods, sign for as ""damaged"".","Universal Origin Labo CanardsParts type : ""Type EX"" universal canardsMaterial : carbon fiberDesigned in Japan by Origin LaboQuality finish with precise fitmentSold as a pair (left + right)",Not In Stock,DriftShop
GReddy Decat for Toyota GT86 & Subaru BRZ,219.99,,"GReddy GT86 & BRZ Decat SpecificationsImprove your exhaust system and gain power with the GReddy decat pipe for Toyota GT86 and Subaru BRZ. Replacing the stock part, offering a sportier sound and better performance. Made from stainless steel by GReddy in Japan, with a high quality finish.The overpipe comes with all necessary accessories for installation, and goes in place of the exisiting part without any modifications.","GReddy GT86 & BRZ DecatCompatible with Toyota GT86 & Subaru BRZEngine : 4U-GSE, FA20Designed and made by GReddy in JapanImproves performanceAdds a nice sporty soundMade from stainless steelAccessories included, bolt-on fitmentTube diameter : 60 mmHigh quality finishGReddy part n° : 10510603",Not In Stock,DriftShop
Aisin Clutch Release Bearing - Part No. BF-106 ,39.99,,"About AisinFounded in 1965, the Japanese company Aisin specializes in the development and production of automotive parts. It is a subsidiary of the Toyota group and supplies engines, transmissions, brakes and other essential components to many major manufacturers. Focused on innovation, the brand is renowned for the quality and performance of its products, and sponsors a number of motorsport players around the world, such as the drift driver Axel François in France.","Aisin Clutch Bearing Aisin clutch release bearing To suit : Subaru BRZ (FA20)Engine code(s) : 4U-GSE, FA20OEM quality and lifespan Compatible with OEM or uprated clutch Part no. : BF-106",Not In Stock,DriftShop
FAT Rear Kit for GT86 & BRZ ,"1,959.99",,"FAT Rear Kit for Toyota GT86 SpecificationsManufactured by FAT, a drift specialist company based in Poland, this kit for Toyota GT86 allows to noticeably increase your vehicule's traction and handling via many adjustment possibilities. The alignment is optimized, the roll is minimized and the squat phenomenon that occurs during strong accelerations is reduced.With this kit, the rear of your car is considerably stiffened and is a perfect complement to the manufacturer's steering lock kit. The knuckles have been designed to allow for a dual caliper per wheel set-up that is very popular in drifting.Kit contents :8 arms, including 6 adjustable2 knucklesPlease note : 18"" wheels required.",FAT Rear Drift Kit For Toyota GT86Fully adjustable rear suspension components Improved traction Total geometry control Mounts for 2 brake calipers per wheel Made in Europe,Preorder Only,DriftShop
Exedy Flywheel - Part No. TF02 (6.00 kg) ,553.99,,"Exedy Lightweight Flywheel Specifications for Toyota GT86Made in Japan, Exedy flywheels are subject to strict and extensive quality controls - with both materials and manufacturing. Perfectly balanced, they are a great compromise between performance and usability.They provide real benefits to engine behaviour, revs become quicker and far more responsive, yet the engine will keep a steady idle.All flywheels are direct replacements for the OEM item and keep compatibility with the original clutch, or any aftermarket OE replacement (such as Exedy, for example).The product photo above is a generic image supplied by Exedy, and is not contractual. Therefore, the actual appearance of the flywheel you receive may differ.","Increase Response !Excellent compromise between performance and ease of use To suit Toyota GT86Years : 03/2012-&gt;Engine code(s) : 4U-GSE, FA20Weight : 6.00 kg Made in Japan Fast delivery!",Preorder Only,DriftShop
GReddy Power Extreme R Catback for Toyota GT86 & Subaru BRZ,1379.99,,"GReddy Power Extreme R SpecificationsKnown worldwide for its exhausts, the Japanese manufacturer GReddy presents the Power Extreme R catback for Toyota GT86 ZN6 and Subaru BRZ ZC6 with 4U-GSE or FA20 engines.Made of high quality SUS304 stainless steel ensuring excellent durability with full TIG welds and titanium look tailpipes (heated blue effect). It has been developed to suppress unpleasant sound frequencies while offering a very nice aggressive sound.By design, this unrestricted exhaust with a premium finish, significantly improves engine performance for improved driving sensations. It gives the vehicle a pronounced and identifiable sporty style. It is fully bolt-on and mounts in place of the existing one without modifications.Characteristics :Section : cat-back (after catalytic converter)Material : stainless steelType : 3 parts diam. 70 mm / 2 x 60 mmTips : 115 mm titanium effectSound level : 91/90 dB (right / left) stabilized at 5250 rpm","GReddy Power Extreme R CatbackFor Toyota GT86 & Subaru BRZEngine codes : 4U-GSE, FA20Full stainless steelTube / muffler diameter : 70 / 115 mmDouble exhaust outlet with titanium finishSporty sound and superior performanceBolt-on fitmentMade in JapanGReddy part no. : 10113301",Not In Stock,DriftShop
ARP Rod Bolts for Toyota 4U-GSE,121.99,,"About ARPSince 1968, ARP have developed their own solutions to improve the reliability of racing engines. ARP is a brand known around the world as the leader in the field of reinforced engines parts : head studs and bolts, rod ends and crankshaft bolts, flywheel and pressure plate bolts... With almost 50 years of experience, ARP offers a wide range of products to satisfy the needs of all motorists and tuners.Depending on use, ARP offers a large choice of high grade material in the fabrication of their products. Here are the main materials used :ARP 8740 (Chromoly) : the material with the best quality for the price, offering excellent performances for the majority of “racing” applications. Thanks to different surface and thermal treatments applied by ARP during manufacturing, this material benefits from a tensile strength typically rated at 200.000 psi.ARP 2000 : made from high grade steel alloy, specifically optimized to offer improved resistance compared to the 8740 model, for tensile strength up to 220.000 psi. The ARP 2000 is frequently recommended for engines used in intense disciplines such as circuit racing or drag racing.L19 : made from ""premium"" steel which has received numerous treatments, offering a more substantial resistance compared to the ARP 2000 (260.000 psi tensile strength).The L19 is recommended for high powered engines used in intense disciplines such as circuit racing or drag racing. However, unlike the ARP 2000 and 8740, the material which the L19 is made from is not rust proof and requires certain precautions for use.Custom Age : new alloy designed by ARP, this material has outstanding resistant properties (up to 280.000 psi of tensile strength). Completely rust proof, it is exclusive to ARP and is the best solution existing on the market.For more technical information, don't hesitate to check out the ARP official site.","Toyota ARP Rod BoltsARP Rod BoltsTo suit : Toyota 4U-GSEMaterial, version : Pro Series ARP 2000Ideal for a repair / rebuild or an upgradeSuperior quality and resistance to OEM partsARP reference : 203-6302",Not In Stock,DriftShop
"HKS ""Legamax"" Silencer for Toyota GT86",1373.99,,"HKS Exhausts SpecificationsIn the Japanese vehicle category, HKS is a brand that is highly recommended, with almost 40 years experience in engine tuning, unparalleled by the competition.The fruit of many years of engineering, HKS exhausts have undergone many demanding tests in order to offer reliability, performance, quality, great sound and finish, all of which are far superior to OEM parts. Easy to install with ""plug & play"" and bolt-on capacities, HKS exhausts can be installed without making any modifications.HKS exhausts add a racing touch and a great sound to your vehicle, while improving reliability and benefitting from the high quality finish that is guaranteed by HKS.All bolts and gaskets are included with the kit, facilitating installation. All HKS parts go in place of the OEM components without any modifications. Authenticity guaranteed ! DriftShop is an official distributor of HKS Europe. Our products are 100% authentic, satisfaction or your money back.","HKS Legamax Silencer Toyota GT86To suit Toyota GT86 (engine code : 4U-GSE)Made in Japan, superior quality and reliabilityBolts and gaskets included, ""plug & play"" installationHKS reference : 32018-AT039Express shipping !",Not In Stock,DriftShop
"ACL Trimetal Reinforced Rod Bearings - Toyota GT86 & Subaru BRZ (4U-GSE, FA20)",58.99,,"ACL Trimetal Reinforced Rod Bearings - Toyota GT86 & Subaru BRZ (4U-GSE, FA20)Designed to withstand high RPM, temperatures and load, these high strength bearings are manufactured by ACL from 3 layers of hardened steel, copper and nickel. This ""trimetal"" composition substantially lowers friction, and thus reduces the operating temperatures while providing superior lubrication.These bearings are sold in complete sets (for a complete engine).If you require non-standard grade bearings or HX references, or are performing an engine rebuild, feel free to contact us for a detailed quote - we stock many internal parts, and can provide most required for complete engine repair.Compatibility, models and engine codes : Toyota GT86 & Subaru BRZ (4U-GSE, FA20)","ACL Uprated Rod BearingsACL Trimetal reinforced conrod bearingsFor Toyota GT86 & Subaru BRZ (4U-GSE, FA20)To suit high RPM/load applicationsOffer reduced friction and operating temperaturesIncreased oil supply and overall lubricationACL part no. : 4B8310H-STDStandard grade (contact us for other grade)Engine code(s) : FA20, 4U-GSE",Not In Stock,DriftShop
0.81 mm Thickness - 89.5 mm Bore - MLX - Right (Ref. C4588-032) ,83.99,,"About CometicA brand that is known globally for their high quality reinforced gaskets. Cometic offers wide range of gaskets that are ideal for all types of engine rebuilds, from a basic upgrade for the daily drive to competition level upgrades with more intensive use. With a quality that is far superior to the stock products, the Cometic reinforced gaskets have been crafted using the latest technology and advanced surface treatment for optimum resistance.The Cometic gaskets are made from different high grade materials. Depending on their application, they can be made from stainless steel (multi-layer head gaskets), aramid fiber, copper, rubber or nitrile (without asbestos). Extremely resistant to fuels, oils and coolants, they can withstand high temperatures and high pressures, and potential shearing brought on by powerful engine upgrades and intense use.",Toyota Cometic Reinforced Head Gasket To suit Toyota 4U-GSE Ideal for a repair / rebuild or an upgrade Various thicknesses and diameters available (see list below)Superior quality and resistance to OEM parts,Preorder Only,DriftShop
0.81 mm Thickness - 89.5 mm Bore - MLX - Left (Ref. C4589-032) ,83.99,,"About CometicA brand that is known globally for their high quality reinforced gaskets. Cometic offers wide range of gaskets that are ideal for all types of engine rebuilds, from a basic upgrade for the daily drive to competition level upgrades with more intensive use. With a quality that is far superior to the stock products, the Cometic reinforced gaskets have been crafted using the latest technology and advanced surface treatment for optimum resistance.The Cometic gaskets are made from different high grade materials. Depending on their application, they can be made from stainless steel (multi-layer head gaskets), aramid fiber, copper, rubber or nitrile (without asbestos). Extremely resistant to fuels, oils and coolants, they can withstand high temperatures and high pressures, and potential shearing brought on by powerful engine upgrades and intense use.",Toyota Cometic Reinforced Head Gasket To suit Toyota 4U-GSE Ideal for a repair / rebuild or an upgrade Various thicknesses and diameters available (see list below)Superior quality and resistance to OEM parts,Preorder Only,DriftShop
GReddy Airinx-GT TY-16GT Air Filter for GT86 & BRZ (12-16) ,47.99,,"GReddy Airinx-GT Air Filter Specifications
This GReddy Ainrix-GT high performance filter goes in place of the original air filter of your vehicle. Made with special fibers, it provides a higher intake flow compared to the standard filter while its laminated metal structure guarantees excellent rigidity and durability. The rubber housing is fully sealed and prevents even the smallest dust from entering the intake. This filter is very high quality while remaining particularly affordable and fits directly in the original air box.
Compatiblity

Part no. TY-16GT

Toyota GT86 : all models before facelift (2012-2016)
Toyota GT86 : after facelift (2016+), automatic transmission only
Subaru BRZ : models A to D + E automatic transmission only
Dimensions : 290mm x 150mm


Part no. TY-23GT

Toyota GT86 : after facelift (2016+), manual transmission
Subaru BRZ : model E manual transmission
Dimensions : 265mm x 150mm","G Reddy Airinx-GT TY-16GT & 23GT Air Filter For Toyota GT86 & Subaru BRZ Goes in place of the stock filter High flow and excellent filtration Improved performance Easy installation Made in Japan Engine code(s) : 4U-GSE, FA20G Reddy part no. : TY-16GT, TY-23GT",Preorder Only,DriftShop
GReddy Airinx-GT TY-23GT Air Filter for GT86 & BRZ (2016+) ,63.99,,"GReddy Airinx-GT Air Filter Specifications
This GReddy Ainrix-GT high performance filter goes in place of the original air filter of your vehicle. Made with special fibers, it provides a higher intake flow compared to the standard filter while its laminated metal structure guarantees excellent rigidity and durability. The rubber housing is fully sealed and prevents even the smallest dust from entering the intake. This filter is very high quality while remaining particularly affordable and fits directly in the original air box.
Compatiblity

Part no. TY-16GT

Toyota GT86 : all models before facelift (2012-2016)
Toyota GT86 : after facelift (2016+), automatic transmission only
Subaru BRZ : models A to D + E automatic transmission only
Dimensions : 290mm x 150mm


Part no. TY-23GT

Toyota GT86 : after facelift (2016+), manual transmission
Subaru BRZ : model E manual transmission
Dimensions : 265mm x 150mm","G Reddy Airinx-GT TY-16GT & 23GT Air Filter For Toyota GT86 & Subaru BRZ Goes in place of the stock filter High flow and excellent filtration Improved performance Easy installation Made in Japan Engine code(s) : 4U-GSE, FA20G Reddy part no. : TY-16GT, TY-23GT",In Stock,DriftShop
Tein High Tech Lowering Springs for Subaru BRZ ZD8 (2021+),305.99,,"Tein High Tech Springs for Subaru BRZ ZD8 (2021+)Tein High Tech lowering spring kits utilise the latest innovations in material technology to maximise comfort, performance and durability.Tein High Tech give a lower ride height without degrading comfort, whilst improving visual appearance and handling. Made from Chrome Vanadium steel (SAE9254V), they are particularly light, sturdy and durable.To suit : Subaru BRZ ZD8 (2021+)Lowers by : -20 mm (front) & -20 mm (rear)Spring rate : 3,4 kgF/mm (front) & 4,6 kgF/mm (rear)Gold epoxy paint finishCan be used with all types of dampers (original or replacement OE)Sold as a set of 41 year warrantyTein reference : SKAEA-G1B00","The Perfect Lowering CompromiseTein High TechTo fit Subaru BRZ ZD8 (2021+)Lowers by : -20 mm (front) & -20 mm (rear)Spring rate : 3,4 kgF/mm (front) & 4,6 kgF/mm (rear)Sold as a set of 41 year warrantyTein reference : SKAEA-G1B00Fast shipping!",Not In Stock,DriftShop
TY12 : Sports Cat Front Pipe ,569.99,,"Cobra Sport exhaust systems combine high performance and competitive prices, to give you a unique driving experience. Benefiting from an exemplary finish, these products are intended both for road or track. They optimize the power and sound of the engine, while improving the appearance of the vehicle.Cobra Sport exhausts are made in Sheffield, England, a city famous for its industry and the invention of stainless steel. The Cobra Sport factory is designed to produce sports exhausts in large quantities, not only for individuals, but also under OEM labels for manufacturers such as Subaru, Isuzu and Ginetta Cars (to name a few).Cobra Sport performance exhausts enhance the sound, looks and quality of your vehicle giving you the ultimate driving experience. Our sports exhausts range is fully guaranteed to give you assurance of our quality.
This Toyota GT86 performance exhaust is made in 2.5""/63.5mm bore pipework and fits from the over pipe to the centre section.
The sports cat exhaust option will still enable you to pass a UK MOT emissions test or police road side checks.
The de-cat sports exhaust option is sold for motorsport and off road use only and will NOT be able to pass a UK MOT emissions test or police road side checks.
All relevant fittings and gaskets are supplied.
Please Note:-
Some of the fitted exhaust images may show alternative options.
This sports cat has been tested with the standard manifold, therefore our warranty will only be valid on vehicles fitted with standard manifolds.","Cobra Sport Front Pipe For Toyota GT86Construction : T304 stainless steel Diameter : 2.5"" (63.5 mm)Fittings and gaskets supplied Manufactured in the UK Several options available, make your choice below",Preorder Only,DriftShop
TY14 : De-Cat Front Pipe ,346.99,,"Cobra Sport exhaust systems combine high performance and competitive prices, to give you a unique driving experience. Benefiting from an exemplary finish, these products are intended both for road or track. They optimize the power and sound of the engine, while improving the appearance of the vehicle.Cobra Sport exhausts are made in Sheffield, England, a city famous for its industry and the invention of stainless steel. The Cobra Sport factory is designed to produce sports exhausts in large quantities, not only for individuals, but also under OEM labels for manufacturers such as Subaru, Isuzu and Ginetta Cars (to name a few).Cobra Sport performance exhausts enhance the sound, looks and quality of your vehicle giving you the ultimate driving experience. Our sports exhausts range is fully guaranteed to give you assurance of our quality.
This Toyota GT86 performance exhaust is made in 2.5""/63.5mm bore pipework and fits from the over pipe to the centre section.
The sports cat exhaust option will still enable you to pass a UK MOT emissions test or police road side checks.
The de-cat sports exhaust option is sold for motorsport and off road use only and will NOT be able to pass a UK MOT emissions test or police road side checks.
All relevant fittings and gaskets are supplied.
Please Note:-
Some of the fitted exhaust images may show alternative options.
This sports cat has been tested with the standard manifold, therefore our warranty will only be valid on vehicles fitted with standard manifolds.","Cobra Sport Front Pipe For Toyota GT86Construction : T304 stainless steel Diameter : 2.5"" (63.5 mm)Fittings and gaskets supplied Manufactured in the UK Several options available, make your choice below",Preorder Only,DriftShop
TY16 : Manifold ,948.99,,"Cobra Sport exhaust systems combine high performance and competitive prices, to give you a unique driving experience. Benefiting from an exemplary finish, these products are intended both for road or track. They optimize the power and sound of the engine, while improving the appearance of the vehicle.Cobra Sport exhausts are made in Sheffield, England, a city famous for its industry and the invention of stainless steel. The Cobra Sport factory is designed to produce sports exhausts in large quantities, not only for individuals, but also under OEM labels for manufacturers such as Subaru, Isuzu and Ginetta Cars (to name a few).Pipework: 1.65""/42mm into 2.25""/57mm
Cobra Sport performance exhausts enhance the sound, looks and quality of your vehicle giving you the ultimate driving experience. Our sports exhausts range is fully guaranteed to give you assurance of our quality.
This Toyota GT86 manifold performance exhaust is made with T304 stainless pipework and replaces the main manifold.
This exhaust will still enable you to pass a UK MOT emissions test or police road side checks as long as the standard second catalyst is kept in place or replaced with a Cobra Sports cat.
All relevant fittings and gaskets are supplied.
Press Release
Cobra Sport have worked hard to secure a first class reputation amongst GT86 owners and tuners both in the UK and worldwide. Building upon this success, Cobra Sport are pleased to announce the launch of their latest development for the GT86, consisting of a 4-1 de-cat manifold.
The de-cat manifold has been designed with unequal length sections with optimised lightweight pipe lengths and angles. This precision engineering improves gas flow efficiency by removing the catalyst at the most important part of the system for overall performance improvements. This improvements in flow dramatically reduces the effects of torque dip experienced by many GT86 owners and is optimised for further power increases through engine tuning. During testing, the GT86 passed the MOT emissions test with the Cobra Sport manifold fitted as long as either the standard cat or Cobra Sport high flow catalyst is in place.
The Cobra Sport GT86 manifold produces a deeper more aggressive exhaust tone. The acoustics of the de-cat manifold have been finely tuned to complement the tone of the extended Cobra Sport range for the GT86 offering the ultimate upgrade in terms of possible power increase and pitch perfect exhaust tone.
Media
Example of Toyota GT86 de-cat manifold performance exhaust (featuring full Cobra Sport exhaust system - de-cat manifold, overpipe, sports catalyst section and non resonated cat back exhaust).

Example of Toyota GT86 sports exhaust (De-Cat pipe & Cat Back exhaust - Non-Resonated).

Cobra Sport Exhausts Japanese promotional video.","Cobra Sport De-Cat Manifold For Toyota GT86Construction : T304 stainless steel Type : 4 into 1Diameter : 1.65"" (42 mm) vers 2.25"" (57 mm)Fittings and gaskets supplied Manufactured in the UK",Preorder Only,DriftShop
